#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
DAQIN.00563.TT;Your reputation preceedes you. As someone renowned for evil and cruelty, with a murderous bloodline, or a devil worshipper, you can force the information out of people - whether they want to tell you or not. You're making a religious omelette, can't fret over every cracked egg.;;;;;;;;;;;;;x
DAQIN.00564.title;Jade Aid;;;;;;;;;;;;;x
DAQIN.00564.desc;Your research on faith is coming together. Some confirmation from the Chinese side of things could prove useful in solidifying some of your theories - and would aid in legitimacy to see some evidence from the Far East. Now, how best to get it?;;;;;;;;;;;;;x
DAQIN.00564.OPTA;I'll ask the Chinese.;;;;;;;;;;;;;x
DAQIN.00564.OPTB;I'm sure one of the traders is selling something.;;;;;;;;;;;;;x
DAQIN.00564.OPTC;Send spies to steal something.;;;;;;;;;;;;;x
DAQIN.00564.TT;Be warned: If they're caught, which is far more likely if China is in good shape, it will harm your relations with them.;;;;;;;;;;;;;x
DAQIN.00564.OPTD;Nothing comes in or out of China these days.;;;;;;;;;;;;;x
DAQIN.00564.OPTE;We don't need it.;;;;;;;;;;;;;x
DAQIN.00565.title;Religious Research Results;;;;;;;;;;;;;x
DAQIN.00565.desc;The culmination of a year of research, revision, collation and investigation lies before you. A mix of people, learned and lay, bickering over their religious differences once again. You look to your notes. You take a breath, and interject, to see if your religion can truly mend this schism...;;;;;;;;;;;;;x
DAQIN.00565.OPTA;"My friends, listen...";;;;;;;;;;;;;x
DAQIN.00565.OPTB;"My friends, listen...";;;;;;;;;;;;;x
DAQIN.00566.title;The Third Way;;;;;;;;;;;;;x
DAQIN.00566.descXtian;Known as the Luminous Faith to the Chinese, Christianity did go to the Middle Kingdom. As you appeal to this bridge that is the Nestorian faith, more and more of them seem convinced. Seeds are planted in their minds, which will grow in time. The situation is defused, and you are left with the decision of whether to officially adopt this new religion.;;;;;;;;;;;;;x
DAQIN.00566.descMani;Mani considered himself to be an Apostle of Christ and a teacher of Buddha's way. This 'Religion of Light', as he called it, is what you introduce to these people to show that their beliefs are compatible. While none convert on the spot, this has defused the situation. But will you adopt Mani's teachings openly?;;;;;;;;;;;;;x
DAQIN.00566.OPTA;I cannot do so openly. Not yet.;;;;;;;;;;;;;x
DAQIN.00566.OPTB;I will legitimise it with my adoption.;;;;;;;;;;;;;x
DAQIN.00566.OPTC;I cannot do so openly. Not yet.;;;;;;;;;;;;;x
DAQIN.00566.OPTD;I will legitimise it with my adoption.;;;;;;;;;;;;;x
DAQIN.00567.title;An Angry Mob of Zealots;;;;;;;;;;;;;x
DAQIN.00567.desc;Your arguments fall on deaf ears, and both sides accuse you of being a heretical agent sent to undermine them. The entire province seems up in arms, and fighting breaks out in the streets. All that time and effort, and the only thing you have to show for it are broken windows and an angry populace.;;;;;;;;;;;;;x
DAQIN.00567.OPTA;Damn it all!;;;;;;;;;;;;;x
DAQIN.00568.title;Following the New Way;;;;;;;;;;;;;x
DAQIN.00568.desc;Your attempts to spread your new faith have borne fruit: there are new converts, enthusiastic in a way they're unlikely to be again. This could be an oppurtunity to spread your faith across the land further than you might expect. They look to you for guidance - and a decree.;;;;;;;;;;;;;x
DAQIN.00568.OPTA;Forcibly convert the unbelievers.;;;;;;;;;;;;;x
DAQIN.00568.OPTB;Peacefully preach.;;;;;;;;;;;;;x
DAQIN.00568.OPTC;Use these arguments...;;;;;;;;;;;;;x
DAQIN.00568.OPTD;Send the priests. Convert the temples.;;;;;;;;;;;;;x
DAQIN.00569.title;Pax Deorum;;;;;;;;;;;;;x
DAQIN.00569.desc;The arguments land true. In due time, the Christians, pagans and Easterners have all found some common ground. People continue their own practises in private or their houses of worship, and life seems to return to it's normality and peace. The Pax Deorum worked for Rome, and with a little intervention to keep it moving, it seems to work now as well.;;;;;;;;;;;;;x
DAQIN.00569.OPTA;All's well that ends well.;;;;;;;;;;;;;x
DAQIN.00569.OPTB;See, we can all be friends.;;;;;;;;;;;;;x
DAQIN.00550.title;High Quality Goods;;;;;;;;;;;;;x
DAQIN.00550.desc;The recent improvements across the realm has lead to the appearance of new entrepreneurs. Adopting techniques, both old and new, two of them have approached the Court. One offers the creation of silk farms, adapting the ways of the East to suit our needs, while the other claims that his Roman-style glasswork is the way to go. The product is high-quality, able to be coloured well.;;;;;;;;;;;;;x
DAQIN.00550.OPTA;I do need new vestments...;;;;;;;;;;;;;x
DAQIN.00550.OPTB;The glass will make fine decoration.;;;;;;;;;;;;;x
DAQIN.00550.OPTC;Why not both?;;;;;;;;;;;;;x
DAQIN.00550.OPTD;Let them buy the land and do it themselves.;;;;;;;;;;;;;x
DAQIN.00551.title;Upcoming Festival;;;;;;;;;;;;;x
DAQIN.00551.desc;There are various festivals which take place over the course of the year, with celebrations oft going long into the night. A gift is bought before you for this week's: a shipment of fireworks from one of the guilds in your demesne. They would be a spectacle to keep the peasants happy and bring in traders, while the guild happily accepts the free publicity.;;;;;;;;;;;;;x
DAQIN.00551.OPTA;Sure, that sounds fun!;;;;;;;;;;;;;x
DAQIN.00551.OPTB;They're better used militarily.;;;;;;;;;;;;;x
DAQIN.00551.OPTC;Explosives and greek fire...;;;;;;;;;;;;;x
DAQIN.00551.OPTD;I'd like to research them, actually.;;;;;;;;;;;;;x
DAQIN.00551.TT;As either a member of the ùYHermetic Societyù! or a ùYTaoistù!, you have an interest in the alchemical properties of gunpowder.;;;;;;;;;;;;;x
DAQIN.00553.title;Festival Night;;;;;;;;;;;;;x
DAQIN.00553.desc;The night comes, and you enjoy the music and festivities. You give a short speech as is traditional, and then throw your arms out. Above the crowd's heads colourful explosions light up the sky, then fizzle as the embers disappear into the cool night air. When the festivities finally draw to a close and people begin heading back home, they do so with a smile on their faces.;;;;;;;;;;;;;x
DAQIN.00553.OPTA;A night to remember.;;;;;;;;;;;;;x
DAQIN.00552.title;Horrid Experiments;;;;;;;;;;;;;x
DAQIN.00552.D;Another pig carcass is bought into your test chamber. The scholars claim that the pig's flesh is most like that of man's, and so when testing weapons it proves the best substitute. Your mixture is loaded into a clay pot, a lid put on with a hole, which is filled with a short length of rope. The length is set alight, the pot thrown, and from a safe distance you watch your new creation. The loud bang, the explosion, and the greek fire spreading everywhere burn through the pig's flesh in short order - blood seeps from wounds caused by embedded pottery shrapnel, and the fire is thrown around the body as well. The whoosh of flame and the explosion used to propel it create a draft which draws the fire both to it's target in a small vortex and down wind passages - you've had to clear the hallways nearby too, as the hallways sometimes conflagerate depending on the conditions. You and your military engineers are hailing this a success, but are interrupted by screaming.;;;;;;;;;;;;;x
DAQIN.005521.D;A young servant has gone to douse the flames - but water does not extinguish Greek Fire. The mixture catches his clothes, and he stumbles back, trying to put it out. Having been carrying around several of the components his hands soon spark and catch fire too. He screams in anguish, falling to his knees, as the fire and it's naptha base begin burning through his skin. It's as if the fire is stuck to him, and no matter how he attempts to smother it it rages on. You order for nobody to help him despite his pleas, lest they fall to the flame too - and you're all forced to bear witness to the writhing form of what was once a man not just burn, but melt, his skin sloughing off the bone. The smell as it engulfs his hair is indescribably wretched, as is the sizzling snap and crack of his body - not that he is dead. He continues to writhe and make noises for several seconds after most of him is fire, only stopping when one of your soldiers retrieves a crossbow and fires it through the boy. Any jubilation is gone. War is brutal, but this weapon is something wicked even beyond the usual means. When the fires burn themselves out, leaving a blackened skull with charred flesh still sticking to it and smouldering, you're looked to for guidance: is this a weapon you can really justify using?;;;;;;;;;;;;;x
DAQIN.005521.OPTA;You will begin production immediately.;;;;;;;;;;;;;x
DAQIN.005521.OPTB;No... no, this is too much.;;;;;;;;;;;;;x
DAQIN.00552.OPTA;What in [Root.Religion.GetRandomGodName]'s name?!;;;;;;;;;;;;;x
DAQIN.00554.title;Firework Alchemy;;;;;;;;;;;;;x
DAQIN.00554.desc;While you're not going to be able to make an elixer of immortality out of this anytime soon, just being able to use this strange black powder in your research will prove a boon - not as much as actively studying it, of course.;;;;;;;;;;;;;x
DAQIN.00554.OPTA;I know how to handle these things.;;;;;;;;;;;;;x
DAQIN.00554.TT;Being a very learned mystic, you can set up the lab no trouble.;;;;;;;;;;;;;x
DAQIN.00554.OPTB;Progress is not without risk!;;;;;;;;;;;;;x
DAQIN.00554.OPTC;Play it safe.;;;;;;;;;;;;;x
DAQIN.00555.title;Lab Explosion;;;;;;;;;;;;;x
DAQIN.00555.desc;Soon, you're lying on your back. Your workshop has black soot smeared across much of it's workspace and you feel a pain in your side. This place will need artisans to fix it, and your injuries might take a while to heal.;;;;;;;;;;;;;x
DAQIN.00555.OPTA;Drat.;;;;;;;;;;;;;x
DAQIN.00556.title;A New Elixer;;;;;;;;;;;;;x
DAQIN.00556.desc;Your efforts have proven a success! Not only have you set up a dedicated facility to further study the black powder, you've also been able to distill a strange liquid from it. By the grace of [Root.Religion.GetRandomGodName], this tincture should help extend your life - even if only a little. More importantly, who knows what you could discover in the future?;;;;;;;;;;;;;x
DAQIN.00556.OPTA;Alchemy is the key!;;;;;;;;;;;;;x
DAQIN.00570.title;An Epic Epic;;;;;;;;;;;;;x
DAQIN.00570.desc;Long ago, Augustus comissioned the poet Virgil to write the Aenead, an epic poem in the style of Homer, to tie Rome and his own family into the Heroic Age. Claiming some mythical lineage was not uncommon in east or west. Perhaps you could do the same?;;;;;;;;;;;;;x
DAQIN.00570.OPTA;One of the Western Heroes.;;;;;;;;;;;;;x
DAQIN.00570.OPTB;A figure of the East.;;;;;;;;;;;;;x
DAQIN.00570.OPTC;It's too expensive.;;;;;;;;;;;;;x
DAQIN.00571.title;A Western Hero;;;;;;;;;;;;;x
DAQIN.00571.desc;Where else would you draw your inspiration for Heroes from but The Illiad? A compelling tale filled with many larger than life characters. Who will you focus your story upon?;;;;;;;;;;;;;x
DAQIN.00571.OPTA;Odysseus, the cunning.;;;;;;;;;;;;;x
DAQIN.00571.OPTB;Achilles, the strong.;;;;;;;;;;;;;x
DAQIN.00571.OPTC;Diomedes, founder of many cities.;;;;;;;;;;;;;x
DAQIN.00572.title;A Western Heroine;;;;;;;;;;;;;x
DAQIN.00572.desc;As a woman, you don't have the ease of looking to the Homeric Epics. While there are relatively few Heroes of your gender, there are still a great many women considered important across the breadth of Greek Myth. Who do you wish to compare yourself to?;;;;;;;;;;;;;x
DAQIN.00572.OPTA;Medea, the Sorceress;;;;;;;;;;;;;x
DAQIN.00572.OPTB;Atalanta, the Warrior!;;;;;;;;;;;;;x
DAQIN.00572.OPTC;Circe, seductress and mystic.;;;;;;;;;;;;;x
DAQIN.00573.title;An Eastern Hero;;;;;;;;;;;;;x
DAQIN.00573.desc;China's mytho-history is just as storied as the West's. While their Heroes aren't demigods like many of the Greek stories, they are nonetheless larger-than-life characters with legendary feats. Tales from the Romance of the Three Kingdoms, the period of war following the collapse of the Han Empire, would suit your purposes.;;;;;;;;;;;;;x
DAQIN.00573.OPTA;Zhuge Liang, the Crouching Dragon;;;;;;;;;;;;;x
DAQIN.00573.OPTB;Sun Ce, the Little Conquerer;;;;;;;;;;;;;x
DAQIN.00573.OPTC;Cao Cao, Chosen of Heaven;;;;;;;;;;;;;x
DAQIN.00574.title;An Eastern Heroine;;;;;;;;;;;;;x
DAQIN.00574.desc;The Eastern tradition has many exceptional women to pull from, all based in history much closer to the present than the distant Greek Myth or even the fall of the Han. While no less patriarchal than the West, the exploits of those women who were able to defy the odds and earn their place in history would serve well to legitimise your ruler as a woman who has done much the same. Now, whom shall serve as the foundation of your Epic?;;;;;;;;;;;;;x
DAQIN.00574.OPTA;Tai Si, the Matron.;;;;;;;;;;;;;x
DAQIN.00574.OPTB;Hua Mulan, the warrior.;;;;;;;;;;;;;x
DAQIN.00574.OPTC;Lady Xia, the diplomat.;;;;;;;;;;;;;x
DAQIN.00574.OPTD;Daji, the fox spirit.;;;;;;;;;;;;;x
DAQIN.00575.title;An Epic Comissioned;;;;;;;;;;;;;x
DAQIN.00575.desc;The Epic which you comissioned has been finished, and it's story spread throughout your realm. It might not be a work that will survive millenia, but it's certainly helped in legitimising your rule and getting respect from your vassals.;;;;;;;;;;;;;x
DAQIN.00575.OPTA;I should hear it performed one day.;;;;;;;;;;;;;x
DAQIN.00576.title;Odysseus the Cunning;;;;;;;;;;;;;x
DAQIN.00576.desc;Odysseus, called Ulysses by the Romans, is the central character of the Odyssey and a Hero of the Trojan War. Unlike most Greek Heroes, Odysseus relies more on his brains, even conceiving of the devious Trojan Horse.;;;;;;;;;;;;;x
DAQIN.00576.OPTA;I will be like Odysseus!;;;;;;;;;;;;;x
DAQIN.00576.OPTB;Maybe someone else...;;;;;;;;;;;;;x
DAQIN.00577.title;"Sing, o' Muse...;;;;;;;;;;;;;x
DAQIN.00577.desc;Swift-footed Achilles, greatest fighter among the Acheans. Entire armies would flee before the sight of him, so legendary was his prowess. Could you be as fearsome as Achilles?;;;;;;;;;;;;;x
DAQIN.00577.OPTA;I will be like Achilles!;;;;;;;;;;;;;x
DAQIN.00577.OPTB;Maybe someone else...;;;;;;;;;;;;;x
DAQIN.00578.title;He Who Made Ares Bleed;;;;;;;;;;;;;x
DAQIN.00578.desc;While one of the most renowned warriors of the Acheans, Diomedes is famous for other reasons. He was one of the only Acheans to return home safely, and founded a great many cities in southern Italy. He sought to live out his days in peace and prosperity. Perhaps this can be your legacy?;;;;;;;;;;;;;x
DAQIN.00578.OPTA;I will be like Diomedes.;;;;;;;;;;;;;x
DAQIN.00578.OPTB;Perhaps someone else...;;;;;;;;;;;;;x
DAQIN.00579.Medea;;;;;;;;;;;;;x
DAQIN.00579.title;The Woman Scorned;;;;;;;;;;;;;x
DAQIN.00579.desc;Medea is the wife of Jason of the Argonauts. When Jason commits adultery, breaking his oath to Hera, Medea orchestrates lethal revenge. Hell truly hath no fury like a woman scorned.;;;;;;;;;;;;;x
DAQIN.00579.OPTA;I will be like Medea.;;;;;;;;;;;;;x
DAQIN.00579.OPTB;Perhaps someone else...;;;;;;;;;;;;;x
DAQIN.00581.title;The Only Greek Heroine;;;;;;;;;;;;;x
DAQIN.00581.desc;Atalanta's name translates as "of equal weight", attesting to her standing on equal footing with many of the male warriors of Greek myth. She even wrestled Peleus, father of Achilles. Perhaps you too are a woman warrior?;;;;;;;;;;;;;x
DAQIN.00581.OPTA;I will be like Atalanta.;;;;;;;;;;;;;x
DAQIN.00581.OPTB;Perhaps someone else...;;;;;;;;;;;;;x
DAQIN.00582.title;A Woman of Power;;;;;;;;;;;;;x
DAQIN.00582.desc;With the magical powers she posseses, Circe might be the most powerful woman in Greek mythology outside of the Gods themselves. Her knowledge of magic was seemingly limitless. Perhaps you too are a woman of learning?;;;;;;;;;;;;;x
DAQIN.00582.OPTA;I will be like Circe.;;;;;;;;;;;;;x
DAQIN.00582.OPTB;Perhaps someone else...;;;;;;;;;;;;;x
DAQIN.00583.title;The Crouching Dragon;;;;;;;;;;;;;x
DAQIN.00583.desc;Renowned for his scholarly work as much as his military strategem, Zhuge Liang was chancellor and statesman for the Shu during the Three Kingdoms. Amongst a great many other things, he wrote several books and is credited with several inventions, such as the repeating crossbow. To imitate him would be to become a learned man as much as a steward or a warrior.;;;;;;;;;;;;;x
DAQIN.00583.OPTA;I will be like Zhuge Liang.;;;;;;;;;;;;;x
DAQIN.00583.OPTB;Perhaps someone else...;;;;;;;;;;;;;x
DAQIN.00584.title;The Little Conquerer;;;;;;;;;;;;;x
DAQIN.00584.desc;Sun Ce gained his nickname from carving a path through a majority of Southern China. Merely 16 when he ruled, Sun Ce was able to inspire the populace he ruled over and gather men to his cause. Though not as powerful a warrior as Lu Bu, Sun Ce was a far more popular and beloved ruler.;;;;;;;;;;;;;x
DAQIN.00584.OPTA;I will be like Sun Ce!;;;;;;;;;;;;;x
DAQIN.00584.OPTB;Perhaps someone else...;;;;;;;;;;;;;x
DAQIN.00585.title;The Grand Vizier;;;;;;;;;;;;;x
DAQIN.00585.desc;Though portrayed as the villain of the Three Kingdoms, none can deny Cao Cao's ambition. While his dream of reunifying China was largely crushed at the Battle of Red Cliff, Cao Cao was still able to rule over much of Northern China. Will your ambitions match his?;;;;;;;;;;;;;x
DAQIN.00585.OPTA;I will be like Cao Cao.;;;;;;;;;;;;;x
DAQIN.00585.OPTB;Perhaps someone else...;;;;;;;;;;;;;x
DAQIN.00586.title;The Perfect Matron;;;;;;;;;;;;;x
DAQIN.00586.desc;Honoured by Wu Zetian, the only Empress of China, Tai Si was the model family matriarch. She had 10 sons and raised each of them to be just, wise and virtuous - traits she herself possessed in addition to her beauty. While this may not be as bombastic as other figures, a focus on dynasty building can pave the way for feats larger than a single lifetime.;;;;;;;;;;;;;x
DAQIN.00586.OPTA;I will be like Tai Si.;;;;;;;;;;;;;x
DAQIN.00586.OPTB;Perhaps someone else...;;;;;;;;;;;;;x
DAQIN.00587.title;Let's Get Down to Business!;;;;;;;;;;;;;x
DAQIN.00587.desc;When her elderly father was called to war, Hua Mulan disguised herself as a man and fought in his place, proving herself a capable warrior and being honoured by the Emperor. The message of being equal in your capabilities from your male colleagues is an easy one to draw parallels to.;;;;;;;;;;;;;x
DAQIN.00587.OPTA;I will be like Hua Mulan.;;;;;;;;;;;;;x
DAQIN.00587.OPTB;Perhaps someone else...;;;;;;;;;;;;;x
DAQIN.00588.title;Lady Xian;;;;;;;;;;;;x
DAQIN.00588.desc;Not all leaders protect their people solely with martial might - Lady Xian is one such example. The daughter of a chief of the Li, an ethnic minority in Southern China, Lady Xian defended her people with diplomacy and words as much as the sword. Combined with her incorruptible sense of justice, she is a folk hero to many.;;;;;;;;;;;;x
DAQIN.00588.OPTA;I will be like Lady Xian.;;;;;;;;;;;;x
DAQIN.00588.OPTB;Perhaps someone else...;;;;;;;;;;;;x
DAQIN.00589.title;Daji;;;;;;;;;;;;x
DAQIN.00589.desc;The favoured concubine if the Tyrant Zhou, Daji's cruelty bought the entire Shang dynasty to destruction. Some say Daji wasn't human at all, but in fact a spirit sent by the Gods, so terrible were her demands. Tieing yourself to such an evil figure will do wonders for your standing in your society.;;;;;;;;;;;;x
DAQIN.00589.OPTA;I will be like Daji.;;;;;;;;;;;;x
DAQIN.00589.OPTB;Perhaps someone else...;;;;;;;;;;;;x
